observed_at,reason,pool_max_open,pool_open,pool_in_use,pool_idle,pool_wait_count,pool_wait_duration_ms,in_flight_callbacks,stalled_in_flight,oldest_in_flight_age_ms,in_flight_current_phase
2026-08-23T10:18:33.065630724Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:19:03.066194916Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:19:38.066050107Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:20:13.065625733Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:20:48.065610722Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:21:18.065699826Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:21:53.065752416Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:22:23.065811501Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:22:58.065567955Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:23:33.066023435Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:24:08.065666017Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:24:38.066075484Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:25:08.066080441Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:25:43.065789051Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:26:18.0659349Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:26:53.065179805Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:27:23.0657801Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:27:58.065853431Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:28:33.065253879Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:29:03.066109012Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:29:38.065125167Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:30:08.065914389Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:30:43.065237218Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:31:13.065629693Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:31:48.065162304Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
2026-08-23T10:32:18.065270254Z,periodic,32,4,0,4,0,0.000000,0,0,0.000000,
