sequence,observed_at,business.blks_hit,business.blks_read,business.concurrency_detail_bytes,business.concurrency_detail_rows,business.expense_detail_bytes,business.expense_detail_rows,business.table.expense_detail.idx_scans,business.table.expense_detail.idx_tuples_fetched,business.table.expense_detail.live_tuples,business.table.expense_detail.seq_scans,business.table.expense_detail.seq_tuples_read,business.table.final_v5_concurrency_expense_detail.idx_scans,business.table.final_v5_concurrency_expense_detail.idx_tuples_fetched,business.table.final_v5_concurrency_expense_detail.live_tuples,business.table.final_v5_concurrency_expense_detail.seq_scans,business.table.final_v5_concurrency_expense_detail.seq_tuples_read,business.temp_bytes,business.xact_commit,control.activity_active,control.activity_audit_lock_waiters,control.activity_lock_waiters,control.activity_task_lock_waiters,control.approval_events,control.approval_events_bytes,control.audit_events,control.audit_events_bytes,control.audit_head_sequence,control.blks_hit,control.blks_read,control.callback_idempotency,control.callback_idempotency_bytes,control.deadlocks,control.locks_waiting,control.table.approval_events.idx_scans,control.table.approval_events.idx_tuples_fetched,control.table.approval_events.live_tuples,control.table.approval_events.seq_scans,control.table.approval_events.seq_tuples_read,control.table.audit_events.idx_scans,control.table.audit_events.idx_tuples_fetched,control.table.audit_events.live_tuples,control.table.audit_events.seq_scans,control.table.audit_events.seq_tuples_read,control.table.callback_idempotency.idx_scans,control.table.callback_idempotency.idx_tuples_fetched,control.table.callback_idempotency.live_tuples,control.table.callback_idempotency.seq_scans,control.table.callback_idempotency.seq_tuples_read,control.table.task_grants.idx_scans,control.table.task_grants.idx_tuples_fetched,control.table.task_grants.live_tuples,control.table.task_grants.seq_scans,control.table.task_grants.seq_tuples_read,control.table.tasks.idx_scans,control.table.tasks.idx_tuples_fetched,control.table.tasks.live_tuples,control.table.tasks.seq_scans,control.table.tasks.seq_tuples_read,control.task_grants,control.task_grants_bytes,control.tasks,control.tasks_active,control.tasks_archived,control.tasks_awaiting_approval,control.tasks_awaiting_submission,control.tasks_bytes,control.temp_bytes,control.xact_commit,control.xact_rollback,oa.drafts_inferred_control_task_lower_bound,oa.process_rss_bytes,oa.process_threads,oa.process_virtual_bytes
429,2026-08-20T11:35:15.422219095Z,12089370.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38011.000000,380110.000000,176991584.000000,137182.000000,1.000000,0.000000,0.000000,0.000000,36836.000000,60055552.000000,176428.000000,234201088.000000,176428.000000,948942285.000000,90627439.000000,36836.000000,9486336.000000,0.000000,0.000000,270.000000,529570.000000,36844.000000,161.000000,2540690.000000,223318.000000,74683968.000000,176429.000000,151625.000000,8178158095.000000,109913.000000,36539.000000,36839.000000,1026.000000,8354442.000000,204562.000000,287153.000000,18420.000000,319.000000,2803272.000000,669222.000000,21466677.000000,18418.000000,157.000000,502334.000000,18418.000000,45907968.000000,18418.000000,9611.000000,8807.000000,0.000000,0.000000,49635328.000000,0.000000,1775509.000000,19150.000000,18418.000000,160198656.000000,37.000000,4129812480.000000
430,2026-08-20T11:35:45.45828286Z,12095010.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38014.000000,380140.000000,176991584.000000,137503.000000,1.000000,0.000000,0.000000,0.000000,37038.000000,60383232.000000,176752.000000,234594304.000000,176752.000000,949837417.000000,91274360.000000,37038.000000,9543680.000000,0.000000,0.000000,271.000000,534302.000000,37041.000000,161.000000,2540690.000000,223481.000000,74802762.000000,176752.000000,151827.000000,8190368295.000000,110518.000000,36741.000000,37041.000000,1027.000000,8391480.000000,204985.000000,287576.000000,18521.000000,320.000000,2821791.000000,671352.000000,21508374.000000,18518.000000,157.000000,502334.000000,18519.000000,46161920.000000,18519.000000,9712.000000,8807.000000,0.000000,0.000000,49684480.000000,0.000000,1779311.000000,19155.000000,18519.000000,160362496.000000,37.000000,4129812480.000000
431,2026-08-20T11:36:15.423359516Z,12108177.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38223.000000,382230.000000,176991584.000000,138042.000000,1.000000,0.000000,0.000000,0.000000,37113.000000,60514304.000000,177468.000000,235651072.000000,177468.000000,957535799.000000,93966637.000000,37113.000000,9568256.000000,0.000000,0.000000,272.000000,539133.000000,37109.000000,161.000000,2540690.000000,224894.000000,74927346.000000,177458.000000,153329.000000,8279399005.000000,110723.000000,36809.000000,37109.000000,1028.000000,8428593.000000,205826.000000,288417.000000,18554.000000,321.000000,2840347.000000,673788.000000,21550969.000000,18553.000000,157.000000,502334.000000,18556.000000,46252032.000000,18557.000000,9749.000000,8807.000000,1.000000,0.000000,49700864.000000,0.000000,1788315.000000,19261.000000,18557.000000,160542720.000000,37.000000,4129812480.000000
432,2026-08-20T11:36:45.45033037Z,12122891.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38430.000000,384300.000000,176991584.000000,138668.000000,4.000000,0.000000,0.000000,0.000000,37240.000000,60710912.000000,178276.000000,236765184.000000,178276.000000,962838800.000000,96040119.000000,37240.000000,9592832.000000,0.000000,0.000000,273.000000,544110.000000,37243.000000,161.000000,2540690.000000,225919.000000,74984251.000000,178107.000000,154380.000000,8341686524.000000,111125.000000,36943.000000,37240.000000,1029.000000,8465833.000000,206817.000000,289408.000000,18622.000000,322.000000,2858967.000000,676817.000000,21626884.000000,18620.000000,157.000000,502334.000000,18620.000000,46415872.000000,18620.000000,9813.000000,8807.000000,0.000000,0.000000,49717248.000000,0.000000,1796561.000000,19367.000000,18620.000000,160608256.000000,37.000000,4129812480.000000
433,2026-08-20T11:37:15.424773468Z,12128963.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38439.000000,384390.000000,176991584.000000,139016.000000,6.000000,3.000000,4.000000,0.000000,37442.000000,61030400.000000,178786.000000,237002752.000000,178786.000000,965534154.000000,97174231.000000,37442.000000,9650176.000000,0.000000,4.000000,274.000000,549343.000000,37445.000000,161.000000,2540690.000000,226383.000000,75017495.000000,178478.000000,154921.000000,8374237523.000000,111731.000000,37145.000000,37442.000000,1030.000000,8503275.000000,207314.000000,289905.000000,18723.000000,323.000000,2877688.000000,679137.000000,21672589.000000,18721.000000,157.000000,502334.000000,18721.000000,46661632.000000,18721.000000,9914.000000,8807.000000,0.000000,0.000000,49758208.000000,0.000000,1801982.000000,19378.000000,18721.000000,174043136.000000,37.000000,4129812480.000000
434,2026-08-20T11:37:45.432980593Z,12141984.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38642.000000,386420.000000,176991584.000000,139546.000000,1.000000,0.000000,0.000000,0.000000,37527.000000,61161472.000000,179331.000000,237346816.000000,179331.000000,973026577.000000,100094229.000000,37527.000000,9666560.000000,0.000000,0.000000,275.000000,554691.000000,37523.000000,161.000000,2540690.000000,227771.000000,75108636.000000,179151.000000,156423.000000,8464195929.000000,111964.000000,37223.000000,37520.000000,1031.000000,8540802.000000,208103.000000,290694.000000,18761.000000,324.000000,2896451.000000,681405.000000,21719026.000000,18760.000000,157.000000,502334.000000,18763.000000,46776320.000000,18764.000000,9956.000000,8807.000000,1.000000,0.000000,49782784.000000,0.000000,1810773.000000,19474.000000,18764.000000,179630080.000000,37.000000,4130074624.000000
435,2026-08-20T11:38:15.423007621Z,12156349.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38849.000000,388490.000000,176991584.000000,140155.000000,4.000000,0.000000,0.000000,0.000000,37644.000000,61341696.000000,180124.000000,238460928.000000,180124.000000,978479915.000000,102473861.000000,37644.000000,9691136.000000,0.000000,0.000000,276.000000,560171.000000,37647.000000,161.000000,2540690.000000,228848.000000,75174577.000000,179955.000000,157541.000000,8531238103.000000,112337.000000,37347.000000,37644.000000,1032.000000,8578446.000000,209066.000000,291657.000000,18824.000000,325.000000,2915273.000000,684332.000000,21766336.000000,18822.000000,157.000000,502334.000000,18822.000000,46915584.000000,18822.000000,10015.000000,8807.000000,0.000000,0.000000,49799168.000000,0.000000,1819115.000000,19578.000000,18822.000000,179650560.000000,37.000000,4130074624.000000
436,2026-08-20T11:38:45.451710436Z,12166285.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,38958.000000,389580.000000,176991584.000000,140618.000000,4.000000,0.000000,0.000000,0.000000,37790.000000,61603840.000000,180826.000000,239484928.000000,180826.000000,983796336.000000,104736817.000000,37790.000000,9732096.000000,0.000000,0.000000,277.000000,565834.000000,37793.000000,161.000000,2540690.000000,229814.000000,75212550.000000,180599.000000,158600.000000,8595675450.000000,112775.000000,37493.000000,37790.000000,1033.000000,8616236.000000,209865.000000,292534.000000,18807.000000,325.000000,2915273.000000,687193.000000,21814673.000000,18895.000000,157.000000,502334.000000,18895.000000,47087616.000000,18895.000000,10088.000000,8807.000000,0.000000,0.000000,49815552.000000,0.000000,1827128.000000,19662.000000,18895.000000,179658752.000000,37.000000,4130074624.000000
437,2026-08-20T11:39:15.420961849Z,12178069.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,39125.000000,391250.000000,176991584.000000,141122.000000,1.000000,0.000000,0.000000,0.000000,37900.000000,61784064.000000,181815.000000,240525312.000000,181815.000000,991111519.000000,107045442.000000,37900.000000,9764864.000000,0.000000,0.000000,278.000000,571646.000000,37899.000000,161.000000,2540690.000000,231033.000000,75319534.000000,181640.000000,159958.000000,8678257448.000000,113093.000000,37599.000000,37896.000000,1034.000000,8654136.000000,210501.000000,293357.000000,18859.000000,325.000000,2915273.000000,690445.000000,21864781.000000,18948.000000,157.000000,502334.000000,18950.000000,47202304.000000,18950.000000,9643.000000,9307.000000,0.000000,0.000000,50388992.000000,0.000000,1835789.000000,19728.000000,18950.000000,179695616.000000,37.000000,4130074624.000000
438,2026-08-20T11:39:45.414126856Z,12185386.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,39126.000000,391260.000000,176991584.000000,141542.000000,1.000000,0.000000,0.000000,0.000000,38174.000000,62201856.000000,182227.000000,241041408.000000,182227.000000,991220083.000000,107058055.000000,38174.000000,9830400.000000,0.000000,0.000000,279.000000,577781.000000,38173.000000,161.000000,2540690.000000,231036.000000,75325359.000000,182052.000000,159958.000000,8678257448.000000,113915.000000,37873.000000,38170.000000,1035.000000,8692310.000000,211050.000000,294347.000000,18997.000000,325.000000,2915273.000000,693239.000000,21914973.000000,19088.000000,157.000000,502334.000000,19087.000000,47456256.000000,19087.000000,9779.000000,9308.000000,0.000000,0.000000,50814976.000000,0.000000,1839860.000000,19728.000000,19087.000000,182812672.000000,37.000000,4130074624.000000
439,2026-08-20T11:40:15.415179824Z,12192782.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,39127.000000,391270.000000,176991584.000000,141972.000000,1.000000,0.000000,0.000000,0.000000,38449.000000,62644224.000000,182640.000000,241590272.000000,182640.000000,991329909.000000,107059034.000000,38449.000000,9887744.000000,0.000000,0.000000,280.000000,584242.000000,38446.000000,161.000000,2540690.000000,231039.000000,75331597.000000,182463.000000,159958.000000,8678257448.000000,114734.000000,38146.000000,38443.000000,1036.000000,8730759.000000,211596.000000,295471.000000,19134.000000,325.000000,2915273.000000,696021.000000,21966048.000000,19226.000000,157.000000,502334.000000,19224.000000,47783936.000000,19225.000000,9916.000000,9308.000000,1.000000,0.000000,51240960.000000,0.000000,1843884.000000,19728.000000,19225.000000,184893440.000000,37.000000,4130140160.000000
440,2026-08-20T11:40:45.442673827Z,12200099.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,39128.000000,391280.000000,176991584.000000,142392.000000,1.000000,0.000000,0.000000,0.000000,38722.000000,63135744.000000,183049.000000,242089984.000000,183049.000000,991441949.000000,107062185.000000,38722.000000,10035200.000000,0.000000,0.000000,281.000000,591040.000000,38717.000000,161.000000,2540690.000000,231042.000000,75338244.000000,182869.000000,159958.000000,8678257448.000000,115548.000000,38417.000000,38714.000000,1037.000000,8769481.000000,212147.000000,296737.000000,19360.000000,325.000000,2915273.000000,698776.000000,22017119.000000,19361.000000,157.000000,502334.000000,19361.000000,48136192.000000,19361.000000,10053.000000,9308.000000,0.000000,0.000000,51642368.000000,0.000000,1847907.000000,19728.000000,19361.000000,184901632.000000,37.000000,4130205696.000000
441,2026-08-20T11:41:15.427281672Z,12238470.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,39759.000000,397590.000000,176991584.000000,143944.000000,4.000000,2.000000,2.000000,0.000000,38894.000000,63422464.000000,185382.000000,245587968.000000,185382.000000,991978430.000000,107351637.000000,38894.000000,10084352.000000,0.000000,2.000000,282.000000,598049.000000,38897.000000,161.000000,2540690.000000,231744.000000,75347932.000000,185156.000000,160003.000000,8681007233.000000,116087.000000,38597.000000,38894.000000,1038.000000,8808375.000000,214882.000000,300273.000000,19450.000000,325.000000,2915273.000000,705491.000000,22072563.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1858135.000000,20069.000000,19447.000000,186425344.000000,37.000000,4130467840.000000
442,2026-08-20T11:41:45.435418277Z,12258775.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40136.000000,401360.000000,176991584.000000,144707.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,995055995.000000,109800933.000000,38894.000000,10084352.000000,0.000000,0.000000,283.000000,605058.000000,38897.000000,161.000000,2540690.000000,232607.000000,75553033.000000,186325.000000,160733.000000,8726241235.000000,116087.000000,38597.000000,38894.000000,1039.000000,8847269.000000,216024.000000,302216.000000,19450.000000,325.000000,2915273.000000,707932.000000,22123856.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1864517.000000,20234.000000,19447.000000,186425344.000000,37.000000,4130467840.000000
443,2026-08-20T11:42:15.425704945Z,12259113.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40137.000000,401370.000000,176991584.000000,144720.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1000594747.000000,111820202.000000,38894.000000,10084352.000000,0.000000,0.000000,284.000000,612067.000000,38897.000000,161.000000,2540690.000000,233398.000000,75800902.000000,186325.000000,161783.000000,8791452393.000000,116087.000000,38597.000000,38894.000000,1040.000000,8886163.000000,216025.000000,303018.000000,19450.000000,325.000000,2915273.000000,708051.000000,22172934.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1868505.000000,20234.000000,19447.000000,186425344.000000,37.000000,4130467840.000000
444,2026-08-20T11:42:45.453769257Z,12259545.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40138.000000,401380.000000,176991584.000000,144735.000000,4.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1005095215.000000,113656037.000000,38894.000000,10084352.000000,0.000000,0.000000,285.000000,619076.000000,38897.000000,161.000000,2540690.000000,234097.000000,76050582.000000,186325.000000,162659.000000,8845810537.000000,116087.000000,38597.000000,38894.000000,1041.000000,8925057.000000,216026.000000,303820.000000,19450.000000,325.000000,2915273.000000,708158.000000,22222000.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1871838.000000,20234.000000,19447.000000,186425344.000000,37.000000,4130467840.000000
445,2026-08-20T11:43:15.425742598Z,12259883.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40139.000000,401390.000000,176991584.000000,144748.000000,2.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1009592312.000000,115417950.000000,38894.000000,10084352.000000,0.000000,0.000000,286.000000,626085.000000,38897.000000,161.000000,2540690.000000,234494.000000,76316078.000000,186325.000000,163521.000000,8899424817.000000,116087.000000,38597.000000,38894.000000,1042.000000,8963951.000000,216027.000000,304622.000000,19450.000000,325.000000,2915273.000000,708265.000000,22271066.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1875138.000000,20234.000000,19447.000000,173166592.000000,37.000000,4130467840.000000
446,2026-08-20T11:43:45.435762699Z,12260284.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40140.000000,401400.000000,176991584.000000,144762.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1013581619.000000,117055866.000000,38894.000000,10084352.000000,0.000000,0.000000,287.000000,633094.000000,38897.000000,161.000000,2540690.000000,234937.000000,76578386.000000,186325.000000,164293.000000,8947451983.000000,116087.000000,38597.000000,38894.000000,1043.000000,9002845.000000,216028.000000,305424.000000,19450.000000,325.000000,2915273.000000,708366.000000,22320126.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1878101.000000,20234.000000,19447.000000,173166592.000000,37.000000,4130467840.000000
447,2026-08-20T11:44:15.422699842Z,12260622.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40141.000000,401410.000000,176991584.000000,144775.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1017368058.000000,118690686.000000,38894.000000,10084352.000000,0.000000,0.000000,288.000000,640103.000000,38897.000000,161.000000,2540690.000000,235232.000000,76845420.000000,186325.000000,165038.000000,8993621474.000000,116087.000000,38597.000000,38894.000000,1044.000000,9041739.000000,216029.000000,306226.000000,19450.000000,325.000000,2915273.000000,708464.000000,22369183.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1880931.000000,20234.000000,19447.000000,173166592.000000,37.000000,4130467840.000000
448,2026-08-20T11:44:45.452988554Z,12261054.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40142.000000,401420.000000,176991584.000000,144790.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1021633768.000000,120370948.000000,38894.000000,10084352.000000,0.000000,0.000000,289.000000,647112.000000,38897.000000,161.000000,2540690.000000,235563.000000,77095968.000000,186325.000000,165859.000000,9044533878.000000,116087.000000,38597.000000,38894.000000,1045.000000,9080633.000000,216030.000000,307028.000000,19450.000000,325.000000,2915273.000000,708568.000000,22418246.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1884066.000000,20234.000000,19447.000000,173166592.000000,37.000000,4130467840.000000
449,2026-08-20T11:45:15.423305721Z,12261392.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40143.000000,401430.000000,176991584.000000,144803.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186325.000000,246988800.000000,186325.000000,1025009919.000000,121873488.000000,38894.000000,10084352.000000,0.000000,0.000000,290.000000,654121.000000,38897.000000,161.000000,2540690.000000,235835.000000,77372730.000000,186325.000000,166523.000000,9085850767.000000,116087.000000,38597.000000,38894.000000,1046.000000,9119527.000000,216031.000000,307830.000000,19450.000000,325.000000,2915273.000000,708662.000000,22467299.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10139.000000,9308.000000,0.000000,0.000000,51896320.000000,0.000000,1886629.000000,20234.000000,19447.000000,168611840.000000,37.000000,4130467840.000000
450,2026-08-20T11:45:45.451623842Z,12261824.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40144.000000,401440.000000,176991584.000000,144818.000000,1.000000,0.000000,0.000000,0.000000,38894.000000,63422464.000000,186336.000000,247005184.000000,186336.000000,1029111674.000000,123573792.000000,38894.000000,10084352.000000,0.000000,0.000000,291.000000,661130.000000,38897.000000,161.000000,2540690.000000,236156.000000,77641504.000000,186336.000000,167320.000000,9135397598.000000,116087.000000,38597.000000,38894.000000,1047.000000,9158421.000000,216032.000000,308632.000000,19450.000000,325.000000,2915273.000000,708786.000000,22516414.000000,19450.000000,157.000000,502334.000000,19447.000000,48349184.000000,19447.000000,10128.000000,9319.000000,0.000000,0.000000,51904512.000000,0.000000,1889685.000000,20234.000000,19447.000000,168611840.000000,37.000000,4130467840.000000
451,2026-08-20T11:46:15.420390813Z,12267982.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40147.000000,401470.000000,176991584.000000,145174.000000,1.000000,0.000000,0.000000,0.000000,39122.000000,63782912.000000,186794.000000,247463936.000000,186794.000000,1030018431.000000,124138098.000000,39122.000000,10166272.000000,0.000000,0.000000,292.000000,668434.000000,39116.000000,161.000000,2540690.000000,236241.000000,77691055.000000,186780.000000,167505.000000,9147197488.000000,116744.000000,38816.000000,39113.000000,1048.000000,9197543.000000,216477.000000,309992.000000,19559.000000,325.000000,2915273.000000,711269.000000,22568546.000000,19560.000000,157.000000,502334.000000,19561.000000,48635904.000000,19562.000000,10130.000000,9431.000000,0.000000,1.000000,52338688.000000,0.000000,1893768.000000,20236.000000,19562.000000,169902080.000000,37.000000,4130467840.000000
452,2026-08-20T11:46:45.446718809Z,12275299.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40148.000000,401480.000000,176991584.000000,145594.000000,1.000000,0.000000,0.000000,0.000000,39397.000000,64249856.000000,187308.000000,248012800.000000,187308.000000,1030143742.000000,124142591.000000,39397.000000,10231808.000000,0.000000,0.000000,293.000000,676075.000000,39396.000000,161.000000,2540690.000000,236244.000000,77701961.000000,187302.000000,167505.000000,9147197488.000000,117585.000000,39096.000000,39398.000000,1049.000000,9236940.000000,217032.000000,311599.000000,19699.000000,325.000000,2915273.000000,714323.000000,22616115.000000,19697.000000,158.000000,522033.000000,19698.000000,48971776.000000,19699.000000,10165.000000,9533.000000,1.000000,0.000000,52879360.000000,0.000000,1898002.000000,20236.000000,19699.000000,188170240.000000,37.000000,4130467840.000000
453,2026-08-20T11:47:15.418702071Z,12282726.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40149.000000,401490.000000,176991584.000000,146025.000000,1.000000,0.000000,0.000000,0.000000,39671.000000,64733184.000000,187720.000000,248496128.000000,187720.000000,1030259974.000000,124143354.000000,39671.000000,10313728.000000,0.000000,0.000000,294.000000,684045.000000,39670.000000,161.000000,2540690.000000,236247.000000,77713279.000000,187715.000000,167505.000000,9147197488.000000,118407.000000,39370.000000,39672.000000,1050.000000,9276611.000000,217579.000000,313335.000000,19837.000000,325.000000,2915273.000000,717122.000000,22663925.000000,19835.000000,159.000000,541869.000000,19835.000000,49307648.000000,19836.000000,10301.000000,9534.000000,1.000000,0.000000,53288960.000000,0.000000,1902050.000000,20236.000000,19836.000000,188211200.000000,37.000000,4130467840.000000
454,2026-08-20T11:47:45.428781505Z,12303088.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,40414.000000,404140.000000,176991584.000000,146922.000000,6.000000,3.000000,4.000000,0.000000,39896.000000,65085440.000000,189459.000000,250740736.000000,189459.000000,1030620617.000000,124431077.000000,39896.000000,10362880.000000,0.000000,4.000000,294.000000,684045.000000,39899.000000,162.000000,2580586.000000,236545.000000,77726640.000000,189399.000000,167550.000000,9150026023.000000,119093.000000,39599.000000,39901.000000,1051.000000,9316507.000000,219044.000000,316102.000000,19951.000000,325.000000,2915273.000000,722558.000000,22708767.000000,19531.000000,159.000000,541869.000000,19948.000000,49594368.000000,19948.000000,9914.000000,10034.000000,0.000000,0.000000,53968896.000000,0.000000,1909227.000000,20382.000000,19948.000000,189984768.000000,37.000000,4130467840.000000
455,2026-08-20T11:48:15.425695541Z,12342646.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,41157.000000,411570.000000,176991584.000000,148415.000000,1.000000,0.000000,0.000000,0.000000,39896.000000,65085440.000000,191576.000000,253935616.000000,191576.000000,1035310615.000000,127317797.000000,39896.000000,10362880.000000,0.000000,0.000000,294.000000,684045.000000,39899.000000,163.000000,2620482.000000,238042.000000,77864782.000000,191576.000000,168520.000000,9211867383.000000,119093.000000,39599.000000,39901.000000,1052.000000,9356403.000000,221565.000000,319925.000000,19951.000000,325.000000,2915273.000000,727870.000000,22790777.000000,19531.000000,159.000000,541869.000000,19948.000000,49594368.000000,19948.000000,9913.000000,10035.000000,0.000000,0.000000,53968896.000000,0.000000,1920801.000000,20743.000000,19948.000000,189984768.000000,37.000000,4130467840.000000
456,2026-08-20T11:48:45.459742636Z,12343078.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,41158.000000,411580.000000,176991584.000000,148430.000000,1.000000,0.000000,0.000000,0.000000,39896.000000,65085440.000000,191576.000000,253935616.000000,191576.000000,1039582337.000000,129107231.000000,39896.000000,10362880.000000,0.000000,0.000000,294.000000,684045.000000,39899.000000,164.000000,2660378.000000,238693.000000,78129686.000000,191576.000000,169330.000000,9263597052.000000,119093.000000,39599.000000,39901.000000,1053.000000,9396299.000000,221566.000000,321228.000000,19951.000000,325.000000,2915273.000000,727969.000000,22830331.000000,19531.000000,159.000000,541869.000000,19948.000000,49594368.000000,19948.000000,9913.000000,10035.000000,0.000000,0.000000,53968896.000000,0.000000,1923910.000000,20743.000000,19948.000000,189984768.000000,37.000000,4130467840.000000
