sequence,observed_at,business.blks_hit,business.blks_read,business.concurrency_detail_bytes,business.concurrency_detail_rows,business.expense_detail_bytes,business.expense_detail_rows,business.table.expense_detail.idx_scans,business.table.expense_detail.idx_tuples_fetched,business.table.expense_detail.live_tuples,business.table.expense_detail.seq_scans,business.table.expense_detail.seq_tuples_read,business.table.final_v5_concurrency_expense_detail.idx_scans,business.table.final_v5_concurrency_expense_detail.idx_tuples_fetched,business.table.final_v5_concurrency_expense_detail.live_tuples,business.table.final_v5_concurrency_expense_detail.seq_scans,business.table.final_v5_concurrency_expense_detail.seq_tuples_read,business.temp_bytes,business.xact_commit,control.activity_active,control.activity_audit_lock_waiters,control.activity_lock_waiters,control.activity_task_lock_waiters,control.approval_events,control.approval_events_bytes,control.audit_events,control.audit_events_bytes,control.audit_head_sequence,control.blks_hit,control.blks_read,control.callback_idempotency,control.callback_idempotency_bytes,control.deadlocks,control.locks_waiting,control.table.approval_events.idx_scans,control.table.approval_events.idx_tuples_fetched,control.table.approval_events.live_tuples,control.table.approval_events.seq_scans,control.table.approval_events.seq_tuples_read,control.table.audit_events.idx_scans,control.table.audit_events.idx_tuples_fetched,control.table.audit_events.live_tuples,control.table.audit_events.seq_scans,control.table.audit_events.seq_tuples_read,control.table.callback_idempotency.idx_scans,control.table.callback_idempotency.idx_tuples_fetched,control.table.callback_idempotency.live_tuples,control.table.callback_idempotency.seq_scans,control.table.callback_idempotency.seq_tuples_read,control.table.task_grants.idx_scans,control.table.task_grants.idx_tuples_fetched,control.table.task_grants.live_tuples,control.table.task_grants.seq_scans,control.table.task_grants.seq_tuples_read,control.table.tasks.idx_scans,control.table.tasks.idx_tuples_fetched,control.table.tasks.live_tuples,control.table.tasks.seq_scans,control.table.tasks.seq_tuples_read,control.task_grants,control.task_grants_bytes,control.tasks,control.tasks_active,control.tasks_archived,control.tasks_awaiting_approval,control.tasks_awaiting_submission,control.tasks_bytes,control.temp_bytes,control.xact_commit,control.xact_rollback,oa.drafts_inferred_control_task_lower_bound,oa.process_rss_bytes,oa.process_threads,oa.process_virtual_bytes
166,2026-08-20T09:23:45.43458561Z,10227470.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15182.000000,151820.000000,176991584.000000,55740.000000,5.000000,2.000000,3.000000,0.000000,15304.000000,25051136.000000,68054.000000,92749824.000000,68054.000000,180552148.000000,775649.000000,15304.000000,4038656.000000,0.000000,3.000000,81.000000,71273.000000,15215.000000,87.000000,631640.000000,74755.000000,26430079.000000,67956.000000,36330.000000,1246701499.000000,45317.000000,15007.000000,15307.000000,763.000000,1436276.000000,83034.000000,90218.000000,7612.000000,151.000000,530067.000000,261416.000000,7473090.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,658205.000000,7669.000000,7652.000000,82595840.000000,35.000000,3908816896.000000
167,2026-08-20T09:24:15.408782852Z,10258322.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15755.000000,157550.000000,176991584.000000,56909.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,184100021.000000,1328241.000000,15304.000000,4038656.000000,0.000000,0.000000,82.000000,71386.000000,15215.000000,87.000000,631640.000000,76365.000000,26583439.000000,69576.000000,36780.000000,1278008899.000000,45317.000000,15007.000000,15307.000000,764.000000,1451580.000000,84903.000000,92511.000000,7612.000000,151.000000,530067.000000,265022.000000,7536823.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,667334.000000,7938.000000,7652.000000,82595840.000000,35.000000,3908816896.000000
168,2026-08-20T09:24:45.434664977Z,10258754.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15756.000000,157560.000000,176991584.000000,56924.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,187667928.000000,1335203.000000,15304.000000,4038656.000000,0.000000,0.000000,83.000000,71499.000000,15215.000000,87.000000,631640.000000,77358.000000,26825439.000000,69576.000000,37190.000000,1306533419.000000,45317.000000,15007.000000,15307.000000,765.000000,1466884.000000,84904.000000,92936.000000,7612.000000,151.000000,530067.000000,265141.000000,7642569.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,670373.000000,7938.000000,7652.000000,82595840.000000,35.000000,3908816896.000000
169,2026-08-20T09:25:15.404644981Z,10259092.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15757.000000,157570.000000,176991584.000000,56937.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,189774836.000000,1335207.000000,15304.000000,4038656.000000,0.000000,0.000000,84.000000,71612.000000,15215.000000,87.000000,631640.000000,77891.000000,27085042.000000,69576.000000,37415.000000,1322187119.000000,45317.000000,15007.000000,15307.000000,766.000000,1482188.000000,84905.000000,93361.000000,7612.000000,151.000000,530067.000000,265223.000000,7781278.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,672042.000000,7938.000000,7652.000000,82567168.000000,35.000000,3908816896.000000
170,2026-08-20T09:25:45.410968489Z,10259493.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15758.000000,157580.000000,176991584.000000,56951.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,191847943.000000,1335255.000000,15304.000000,4038656.000000,0.000000,0.000000,85.000000,71725.000000,15215.000000,87.000000,631640.000000,78428.000000,27352653.000000,69576.000000,37635.000000,1337492959.000000,45317.000000,15007.000000,15307.000000,767.000000,1497492.000000,84906.000000,93786.000000,7612.000000,151.000000,530067.000000,265304.000000,7919986.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,673694.000000,7938.000000,7652.000000,82567168.000000,35.000000,3908816896.000000
171,2026-08-20T09:26:15.40600576Z,10259831.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15759.000000,157590.000000,176991584.000000,56964.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,193914850.000000,1335261.000000,15304.000000,4038656.000000,0.000000,0.000000,86.000000,71838.000000,15215.000000,87.000000,631640.000000,78957.000000,27613688.000000,69576.000000,37855.000000,1352798799.000000,45317.000000,15007.000000,15307.000000,768.000000,1512796.000000,84907.000000,94211.000000,7612.000000,151.000000,530067.000000,265385.000000,8058694.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,675334.000000,7938.000000,7652.000000,82567168.000000,35.000000,3908816896.000000
172,2026-08-20T09:26:45.4181049Z,10260263.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15760.000000,157600.000000,176991584.000000,56979.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,195856057.000000,1335266.000000,15304.000000,4038656.000000,0.000000,0.000000,87.000000,71951.000000,15215.000000,87.000000,631640.000000,79450.000000,27866784.000000,69576.000000,38060.000000,1367061059.000000,45317.000000,15007.000000,15307.000000,769.000000,1528100.000000,84908.000000,94636.000000,7612.000000,151.000000,530067.000000,265464.000000,8197400.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,676876.000000,7938.000000,7652.000000,82567168.000000,35.000000,3908816896.000000
173,2026-08-20T09:27:15.406341546Z,10260601.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15761.000000,157610.000000,176991584.000000,56992.000000,2.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,197920644.000000,1335271.000000,15304.000000,4038656.000000,0.000000,0.000000,88.000000,72064.000000,15215.000000,87.000000,631640.000000,79971.000000,28124106.000000,69576.000000,38280.000000,1382366899.000000,45317.000000,15007.000000,15307.000000,770.000000,1543404.000000,84909.000000,95061.000000,7612.000000,151.000000,530067.000000,265544.000000,8336107.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,678499.000000,7938.000000,7652.000000,82567168.000000,35.000000,3908816896.000000
174,2026-08-20T09:27:45.432593843Z,10261033.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15762.000000,157620.000000,176991584.000000,57007.000000,1.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,199867753.000000,1335273.000000,15304.000000,4038656.000000,0.000000,0.000000,89.000000,72177.000000,15215.000000,87.000000,631640.000000,80468.000000,28387451.000000,69576.000000,38485.000000,1396629159.000000,45317.000000,15007.000000,15307.000000,771.000000,1558708.000000,84910.000000,95486.000000,7612.000000,151.000000,530067.000000,265622.000000,8474812.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,680039.000000,7938.000000,7652.000000,74883072.000000,35.000000,3908816896.000000
175,2026-08-20T09:28:15.40554968Z,10261371.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15763.000000,157630.000000,176991584.000000,57020.000000,2.000000,0.000000,0.000000,0.000000,15304.000000,25051136.000000,69572.000000,94863360.000000,69572.000000,201977975.000000,1335278.000000,15304.000000,4038656.000000,0.000000,0.000000,90.000000,72290.000000,15215.000000,87.000000,631640.000000,81005.000000,28653771.000000,69576.000000,38710.000000,1412282859.000000,45317.000000,15007.000000,15307.000000,772.000000,1574012.000000,84911.000000,95911.000000,7612.000000,151.000000,530067.000000,265704.000000,8613521.000000,7654.000000,139.000000,199837.000000,7652.000000,19152896.000000,7652.000000,7652.000000,0.000000,0.000000,0.000000,20307968.000000,0.000000,681710.000000,7938.000000,7652.000000,74883072.000000,35.000000,3908816896.000000
176,2026-08-20T09:28:45.425274805Z,10266868.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,15822.000000,158220.000000,176991584.000000,57275.000000,1.000000,0.000000,0.000000,0.000000,15393.000000,25198592.000000,69871.000000,95289344.000000,69871.000000,204397259.000000,1337732.000000,15393.000000,4046848.000000,0.000000,0.000000,91.000000,72532.000000,15298.000000,87.000000,631640.000000,81654.000000,28820193.000000,69863.000000,38966.000000,1430114243.000000,45565.000000,15090.000000,15390.000000,773.000000,1589405.000000,85251.000000,96719.000000,7653.000000,151.000000,530067.000000,266963.000000,8753518.000000,7695.000000,139.000000,199837.000000,7696.000000,19275776.000000,7697.000000,7696.000000,0.000000,1.000000,0.000000,20430848.000000,0.000000,685505.000000,7974.000000,7697.000000,75415552.000000,35.000000,3908816896.000000
177,2026-08-20T09:29:15.4051474Z,10281686.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16015.000000,160150.000000,176991584.000000,57930.000000,2.000000,0.000000,0.000000,0.000000,15550.000000,25452544.000000,70724.000000,96460800.000000,70724.000000,206807071.000000,1351620.000000,15550.000000,4046848.000000,0.000000,0.000000,92.000000,72962.000000,15461.000000,87.000000,631640.000000,82453.000000,28880542.000000,70709.000000,39226.000000,1448493393.000000,46055.000000,15253.000000,15553.000000,774.000000,1604955.000000,86298.000000,98313.000000,7735.000000,151.000000,530067.000000,270019.000000,8829630.000000,7777.000000,139.000000,199837.000000,7775.000000,19472384.000000,7775.000000,7775.000000,0.000000,0.000000,0.000000,20652032.000000,0.000000,692132.000000,8079.000000,7775.000000,83931136.000000,35.000000,3908816896.000000
178,2026-08-20T09:29:45.437661149Z,10288021.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16032.000000,160320.000000,176991584.000000,58281.000000,5.000000,3.000000,3.000000,0.000000,15752.000000,25788416.000000,71095.000000,97009664.000000,71095.000000,209106426.000000,1352835.000000,15752.000000,4071424.000000,0.000000,3.000000,93.000000,73653.000000,15663.000000,87.000000,631640.000000,83092.000000,28940970.000000,71043.000000,39485.000000,1466811539.000000,46661.000000,15455.000000,15755.000000,775.000000,1620707.000000,86749.000000,99412.000000,7836.000000,151.000000,530067.000000,272218.000000,8905202.000000,7878.000000,139.000000,199837.000000,7876.000000,19726336.000000,7876.000000,7876.000000,0.000000,0.000000,0.000000,20971520.000000,0.000000,697206.000000,8087.000000,7876.000000,84508672.000000,35.000000,3908882432.000000
179,2026-08-20T09:30:15.407842433Z,10302304.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16251.000000,162510.000000,176991584.000000,58869.000000,1.000000,0.000000,0.000000,0.000000,15845.000000,25960448.000000,71818.000000,97951744.000000,71818.000000,213870056.000000,1362952.000000,15845.000000,4096000.000000,0.000000,0.000000,94.000000,74470.000000,15751.000000,87.000000,631640.000000,84573.000000,29046781.000000,71814.000000,40022.000000,1505279207.000000,46925.000000,15543.000000,15843.000000,776.000000,1636552.000000,87645.000000,101002.000000,7880.000000,151.000000,530067.000000,274596.000000,8981197.000000,7922.000000,139.000000,199837.000000,7922.000000,19841024.000000,7923.000000,7922.000000,0.000000,1.000000,0.000000,21127168.000000,0.000000,704684.000000,8196.000000,7923.000000,84512768.000000,35.000000,3908882432.000000
180,2026-08-20T09:30:45.432374969Z,10316832.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16466.000000,164660.000000,176991584.000000,59478.000000,2.000000,0.000000,0.000000,0.000000,15968.000000,26173440.000000,72644.000000,98721792.000000,72644.000000,218693541.000000,1376401.000000,15968.000000,4145152.000000,0.000000,0.000000,95.000000,75485.000000,15970.000000,87.000000,631640.000000,86032.000000,29091624.000000,72220.000000,40556.000000,1543927367.000000,47300.000000,15668.000000,15968.000000,777.000000,1652520.000000,88631.000000,102744.000000,7984.000000,151.000000,530067.000000,277374.000000,9048255.000000,7986.000000,139.000000,199837.000000,7984.000000,19996672.000000,7984.000000,7984.000000,0.000000,0.000000,0.000000,21250048.000000,0.000000,712894.000000,8309.000000,7984.000000,85872640.000000,35.000000,3908947968.000000
181,2026-08-20T09:31:15.40661899Z,10328355.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16577.000000,165770.000000,176991584.000000,60029.000000,1.000000,0.000000,0.000000,0.000000,16164.000000,26468352.000000,73264.000000,99532800.000000,73264.000000,221169029.000000,1379232.000000,16164.000000,4186112.000000,0.000000,0.000000,96.000000,76748.000000,16164.000000,87.000000,631640.000000,86777.000000,29115369.000000,72853.000000,40823.000000,1563441284.000000,47882.000000,15862.000000,16162.000000,778.000000,1668684.000000,89400.000000,104367.000000,8080.000000,151.000000,530067.000000,280120.000000,9118875.000000,8083.000000,139.000000,199837.000000,8082.000000,20250624.000000,8082.000000,8082.000000,0.000000,0.000000,0.000000,21307392.000000,0.000000,718996.000000,8369.000000,8082.000000,87203840.000000,35.000000,3909013504.000000
182,2026-08-20T09:31:45.433911468Z,10339662.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16686.000000,166860.000000,176991584.000000,60566.000000,1.000000,0.000000,0.000000,0.000000,16366.000000,26796032.000000,73883.000000,100327424.000000,73883.000000,223699275.000000,1389286.000000,16366.000000,4235264.000000,0.000000,0.000000,97.000000,78268.000000,16369.000000,87.000000,631640.000000,87512.000000,29139849.000000,73481.000000,41090.000000,1583081759.000000,48497.000000,16067.000000,16372.000000,779.000000,1685050.000000,90180.000000,106102.000000,8183.000000,151.000000,530067.000000,282961.000000,9237639.000000,8185.000000,139.000000,199837.000000,8183.000000,20504576.000000,8183.000000,8183.000000,0.000000,0.000000,0.000000,21479424.000000,0.000000,725205.000000,8426.000000,8183.000000,87416832.000000,35.000000,3909013504.000000
183,2026-08-20T09:32:15.40433202Z,10353115.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,16895.000000,168950.000000,176991584.000000,61122.000000,2.000000,0.000000,0.000000,0.000000,16452.000000,26943488.000000,74634.000000,101482496.000000,74634.000000,228459031.000000,1400571.000000,16452.000000,4259840.000000,0.000000,0.000000,98.000000,79883.000000,16450.000000,87.000000,631640.000000,88947.000000,29231858.000000,74224.000000,41607.000000,1621589692.000000,48740.000000,16148.000000,16453.000000,780.000000,1701502.000000,91077.000000,107997.000000,8223.000000,151.000000,530067.000000,285263.000000,9317106.000000,8226.000000,139.000000,199837.000000,8226.000000,20611072.000000,8227.000000,8226.000000,0.000000,0.000000,1.000000,21618688.000000,0.000000,732559.000000,8534.000000,8227.000000,88510464.000000,35.000000,3909013504.000000
184,2026-08-20T09:32:45.437243998Z,10369139.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,17102.000000,171020.000000,176991584.000000,61738.000000,2.000000,0.000000,0.000000,0.000000,16568.000000,27107328.000000,75425.000000,102621184.000000,75425.000000,232293598.000000,1448464.000000,16568.000000,4292608.000000,0.000000,0.000000,99.000000,81628.000000,16573.000000,87.000000,631640.000000,90114.000000,29300342.000000,75455.000000,42012.000000,1652127727.000000,49109.000000,16271.000000,16576.000000,781.000000,1718070.000000,92038.000000,108958.000000,8285.000000,152.000000,538351.000000,287955.000000,9429737.000000,8284.000000,139.000000,199837.000000,8284.000000,20742144.000000,8284.000000,8284.000000,0.000000,0.000000,0.000000,21774336.000000,0.000000,739673.000000,8638.000000,8284.000000,88543232.000000,35.000000,3909013504.000000
185,2026-08-20T09:33:15.40654002Z,10377775.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,17161.000000,171610.000000,176991584.000000,62183.000000,1.000000,0.000000,0.000000,0.000000,16778.000000,27475968.000000,75905.000000,103227392.000000,75905.000000,234659868.000000,1452765.000000,16778.000000,4358144.000000,0.000000,0.000000,100.000000,83583.000000,16782.000000,87.000000,631640.000000,90731.000000,29331241.000000,75934.000000,42258.000000,1670703229.000000,49736.000000,16480.000000,16785.000000,782.000000,1734848.000000,92632.000000,109552.000000,8389.000000,153.000000,546740.000000,290494.000000,9497018.000000,8389.000000,139.000000,199837.000000,8389.000000,21004288.000000,8389.000000,8389.000000,0.000000,0.000000,0.000000,22110208.000000,0.000000,745223.000000,8674.000000,8389.000000,89387008.000000,35.000000,3909013504.000000
186,2026-08-20T09:33:45.421954727Z,10385092.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,17162.000000,171620.000000,176991584.000000,62603.000000,1.000000,0.000000,0.000000,0.000000,17053.000000,27934720.000000,76318.000000,103718912.000000,76318.000000,234867906.000000,1455317.000000,17053.000000,4431872.000000,0.000000,0.000000,101.000000,85813.000000,17051.000000,87.000000,631640.000000,90732.000000,29336339.000000,76337.000000,42258.000000,1670703229.000000,50543.000000,16749.000000,17054.000000,783.000000,1751901.000000,93180.000000,110100.000000,8523.000000,154.000000,555266.000000,293221.000000,9656021.000000,8523.000000,139.000000,199837.000000,8526.000000,21282816.000000,8527.000000,8526.000000,0.000000,1.000000,0.000000,22528000.000000,0.000000,749202.000000,8674.000000,8527.000000,91340800.000000,35.000000,3909013504.000000
187,2026-08-20T09:34:15.405658063Z,10392570.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,17163.000000,171630.000000,176991584.000000,63037.000000,1.000000,0.000000,0.000000,0.000000,17327.000000,28385280.000000,76729.000000,104275968.000000,76729.000000,234982538.000000,1455759.000000,17327.000000,4538368.000000,0.000000,0.000000,102.000000,88317.000000,17328.000000,87.000000,631640.000000,90733.000000,29341848.000000,76752.000000,42258.000000,1670703229.000000,51374.000000,17026.000000,17331.000000,784.000000,1769228.000000,93727.000000,110647.000000,8662.000000,155.000000,563929.000000,296031.000000,9720153.000000,8661.000000,139.000000,199837.000000,8663.000000,21610496.000000,8664.000000,8663.000000,0.000000,1.000000,0.000000,22953984.000000,0.000000,753267.000000,8674.000000,8664.000000,93073408.000000,35.000000,3909275648.000000
188,2026-08-20T09:34:45.437003649Z,10399887.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,17164.000000,171640.000000,176991584.000000,63457.000000,1.000000,0.000000,0.000000,0.000000,17600.000000,28819456.000000,77138.000000,104775680.000000,77138.000000,235215943.000000,1456045.000000,17600.000000,4603904.000000,0.000000,0.000000,103.000000,91094.000000,17597.000000,87.000000,631640.000000,90734.000000,29347766.000000,77157.000000,42258.000000,1670703229.000000,52182.000000,17295.000000,17595.000000,785.000000,1786828.000000,94278.000000,111198.000000,8797.000000,156.000000,572729.000000,298776.000000,9897274.000000,8799.000000,139.000000,199837.000000,8800.000000,21938176.000000,8800.000000,8800.000000,0.000000,0.000000,0.000000,23371776.000000,0.000000,757269.000000,8674.000000,8800.000000,93515776.000000,35.000000,3909275648.000000
189,2026-08-20T09:35:15.414228684Z,10455616.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,18171.000000,181710.000000,176991584.000000,65525.000000,1.000000,0.000000,0.000000,0.000000,17614.000000,28852224.000000,80177.000000,109264896.000000,80177.000000,236824905.000000,2133331.000000,17614.000000,4620288.000000,0.000000,0.000000,104.000000,93885.000000,17619.000000,87.000000,631640.000000,92101.000000,29431949.000000,80207.000000,42413.000000,1683085574.000000,52247.000000,17317.000000,17617.000000,786.000000,1804442.000000,97837.000000,114757.000000,8808.000000,157.000000,581536.000000,305603.000000,9971672.000000,8809.000000,139.000000,199837.000000,8807.000000,21954560.000000,8807.000000,8807.000000,0.000000,0.000000,0.000000,23388160.000000,0.000000,770012.000000,9180.000000,8807.000000,93515776.000000,35.000000,3909275648.000000
190,2026-08-20T09:35:45.435662597Z,10456048.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,18172.000000,181720.000000,176991584.000000,65540.000000,2.000000,0.000000,0.000000,0.000000,17614.000000,28852224.000000,80177.000000,109264896.000000,80177.000000,240312746.000000,2272779.000000,17614.000000,4620288.000000,0.000000,0.000000,105.000000,96676.000000,17614.000000,87.000000,631640.000000,92958.000000,29672995.000000,80207.000000,42773.000000,1711949294.000000,52247.000000,17317.000000,17617.000000,787.000000,1822056.000000,97837.000000,114757.000000,8807.000000,158.000000,590343.000000,305715.000000,10086355.000000,8809.000000,139.000000,199837.000000,8807.000000,21954560.000000,8807.000000,8807.000000,0.000000,0.000000,0.000000,23388160.000000,0.000000,772691.000000,9180.000000,8807.000000,93515776.000000,35.000000,3909275648.000000
191,2026-08-20T09:36:15.405837262Z,10456386.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,18173.000000,181730.000000,176991584.000000,65553.000000,1.000000,0.000000,0.000000,0.000000,17614.000000,28852224.000000,80177.000000,109264896.000000,80177.000000,243940013.000000,2273603.000000,17614.000000,4620288.000000,0.000000,0.000000,106.000000,99467.000000,17614.000000,87.000000,631640.000000,93823.000000,29924335.000000,80207.000000,43128.000000,1740412129.000000,52247.000000,17317.000000,17617.000000,788.000000,1839670.000000,97837.000000,114757.000000,8807.000000,159.000000,599150.000000,305828.000000,10261039.000000,8809.000000,139.000000,199837.000000,8807.000000,21954560.000000,8807.000000,8807.000000,0.000000,0.000000,0.000000,23388160.000000,0.000000,775322.000000,9180.000000,8807.000000,93515776.000000,35.000000,3909275648.000000
192,2026-08-20T09:36:45.434579574Z,10456787.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,18174.000000,181740.000000,176991584.000000,65567.000000,1.000000,0.000000,0.000000,0.000000,17614.000000,28852224.000000,80177.000000,109264896.000000,80177.000000,246865346.000000,2273787.000000,17614.000000,4620288.000000,0.000000,0.000000,107.000000,102258.000000,17614.000000,87.000000,631640.000000,94504.000000,30189031.000000,80207.000000,43413.000000,1763262574.000000,52247.000000,17317.000000,17617.000000,789.000000,1857284.000000,97837.000000,114757.000000,8807.000000,160.000000,607957.000000,305925.000000,10375707.000000,8809.000000,139.000000,199837.000000,8807.000000,21954560.000000,8807.000000,8807.000000,0.000000,0.000000,0.000000,23388160.000000,0.000000,777428.000000,9180.000000,8807.000000,93515776.000000,35.000000,3909275648.000000
193,2026-08-20T09:37:15.407767843Z,10457125.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,18175.000000,181750.000000,176991584.000000,65580.000000,1.000000,0.000000,0.000000,0.000000,17614.000000,28852224.000000,80177.000000,109264896.000000,80177.000000,249329175.000000,2273864.000000,17614.000000,4620288.000000,0.000000,0.000000,108.000000,105049.000000,17614.000000,87.000000,631640.000000,95065.000000,30462501.000000,80207.000000,43648.000000,1782104169.000000,52247.000000,17317.000000,17617.000000,790.000000,1874898.000000,97837.000000,114757.000000,8807.000000,161.000000,616764.000000,306013.000000,10490366.000000,8809.000000,139.000000,199837.000000,8807.000000,21954560.000000,8807.000000,8807.000000,0.000000,0.000000,0.000000,23388160.000000,0.000000,779186.000000,9180.000000,8807.000000,93515776.000000,35.000000,3909275648.000000
